x0,x1,obj,cost
0.4397476271653971,0.0478242082030644,2.122220268706373,0.4875718353684616
0.3413556871956017,0.4527665682571254,11.331094314962884,0.7941222554527272
0.2598464820060961,0.5528221122507239,23.609468877513724,0.81266859425682
0.3723894904771176,0.5145883310475748,14.14744793682209,0.8869778215246925
0.4773616173188311,0.1589175738467768,0.4760129350750798,0.6362791911656079
0.3788759376178132,0.1758393278309563,0.1189506364822325,0.5547152654487696
0.8046301621827354,0.6164890830224234,0.1885317005759332,1.4211192452051589
0.4619504678895745,0.9366971293476756,52.31757685468461,1.3986475972372503
0.7684211784937071,0.2638117483506401,10.74268362481788,1.032232926844347
0.1143960063409057,0.2492532416346308,5.72616596335936,0.3636492479755365
0.2310128070423229,0.255895837762107,4.174150483769802,0.4869086448044299
0.6384676258434318,0.2893863957187428,1.417586280461654,0.9278540215621746
0.1535223622699206,0.1532574830226293,1.8019540148886384,0.30677984529255
0.6335922899622414,0.9655996087559094,31.845544720350357,1.5991918987181508
0.3466844716786995,0.5822760938246697,21.37585010347381,0.9289605655033693
0.162906142635936,0.7181531653970655,47.94672907596851,0.8810593080330016
0.9334655302751904,0.9322818616809262,0.559065322783344,1.8657473919561167
0.7545498218902588,0.1002253787590187,22.07215820797911,0.8547752006492775
0.7721278202220798,0.4319340591902417,2.771771486357722,1.2040618794123217
0.7565011268285226,0.2123469868884598,13.021974805617804,0.9688481137169824
0.5144787728126251,0.4557537712572562,3.650806950952362,0.9702325440698814
0.6210286049704812,0.3419228561426922,0.2060863049972799,0.9629514611131734
0.8111428751987234,0.466741874843039,3.752970301457787,1.2778847500417625
0.2685758591624417,0.5014592696324413,18.485662388815467,0.770035128794883
0.4971414861470172,0.6524730205874523,16.428711057944323,1.1496145067344696
0.0957487207586118,0.6611655217824308,42.673519732215176,0.7569142425410427
0.0019697357786819,0.5674694717853124,32.449753946104074,0.5694392075639944
0.4849682323078088,0.8636205642458452,39.492197197850544,1.348588796553654
0.97131140645515,0.223683973503964,52.02785008426768,1.194995379959114
0.6806883253617414,0.4929231268509551,0.1201845500223167,1.1736114522126964
0.5103555391426329,0.9697787573360012,50.31302332773541,1.480134296478634
0.8148214852410606,0.2935062627763724,13.820787330522302,1.108327748017433
0.6448937517158927,0.4123173522716845,0.0222691168157422,1.0572111039875771
0.9208281320301124,0.6601734805022259,3.7021389240574902,1.5810016125323385
0.8441792449273723,0.6718302947878939,0.2849911102029458,1.5160095397152662
0.992313643724626,0.5911846790036751,15.726730610478148,1.583498322728301
0.1684577656772369,0.961714299478324,87.22158153301727,1.130172065155561
0.5446242559884833,0.4010950627823114,1.0935875520592353,0.9457193187707948
0.3276978404541093,0.2290570432680263,1.510075361756827,0.5567548837221357
